,value,percentage,datetime
0,8005.688,0.04408718712640973,2019-01-01T00:00:00.000+01:00
1,16722.568,0.18322259965784268,2019-02-01T00:00:00.000+01:00
2,15352.383,0.11844453493522432,2019-03-01T00:00:00.000+01:00
3,15571.498,0.15013401377511448,2019-04-01T00:00:00.000+02:00
4,16386.249,0.11124110389334216,2019-05-01T00:00:00.000+02:00
5,10306.085,0.11656220339427782,2019-06-01T00:00:00.000+02:00
6,13356.338,0.16220339698947137,2019-07-01T00:00:00.000+02:00
7,13845.794,0.21527242683159004,2019-08-01T00:00:00.000+02:00
8,8761.225,0.09322668740918717,2019-09-01T00:00:00.000+02:00
9,6984.066,0.10243483272369489,2019-10-01T00:00:00.000+02:00
10,10643.731,0.09045994443507913,2019-11-01T00:00:00.000+01:00
11,16996.922,0.16026902992012196,2019-12-01T00:00:00.000+01:00
